orderid,orderdate,ordertime,customerid,customername,customercity,customerphone,customeremail,tablenumber,partysize,itemordered,category,itemprice_egp,quantity,discount_egp,paymentmethod,subtotal_egp,vat_egp,servicecharge_egp,deliveryfee_egp,totalbeforetip_egp,tip_egp,total_egp,ordertype,servername,loyaltypointsearned,feedbackrating,branchid,branchcity,branchmanager
ORD001148,2025-09-10,13:08:58,CUST8916,Dina Yassin,Cairo,1167427682,dina.yassin@example.com,32.0,1,Grilled Kofta,Food,85,2,0.0,Cash,170,23.8,20.4,0,214.2,0.0,214.2,Dine-in,Salma,4,3,B005,Tanta,Mr. Omar
ORD001149,2025-08-19,11:20:26,CUST2922,Khaled Sayed,Cairo,1289439447,khaled.sayed@example.com,0.0,1,Mixed Grill Plate,Food,140,2,0.0,Mobile Wallet,280,39.2,33.6,0,352.8,0.0,352.8,Takeaway,Salma,7,2,B004,Mansoura,Mrs. Laila
ORD001150,2025-08-05,17:33:20,CUST8599,Khaled Yassin,Cairo,1287340671,khaled.yassin@example.com,7.0,1,Molokhia with Rice,Food,60,2,0.0,Card,120,16.8,14.4,0,151.2,21.29,172.49,Dine-in,Amr,3,5,B005,Tanta,Mr. Omar
ORD001151,2025-08-18,02:04:19,CUST9839,Ahmed Karim,Alexandria,1232169008,ahmed.karim@example.com,0.0,4,Shawarma Sandwich,Food,50,3,15.0,Cash,150,21.0,18.0,30,204.0,0.0,204.0,Delivery,Karim,4,3,B004,Mansoura,Mrs. Laila
ORD001152,2025-08-03,19:25:01,CUST1630,Sara Zaki,Minya,1232602604,sara.zaki@example.com,0.0,1,Turkish Coffee,Drink,20,1,0.0,Cash,20,2.8,2.4,20,45.2,0.0,45.2,Delivery,Dina,0,5,B001,Cairo,Mr. Hassan
ORD001153,2025-01-19,09:21:57,CUST3019,Amr Fathy,Minya,1068464298,amr.fathy@example.com,46.0,2,Bottled Water,Drink,8,2,0.0,Card,16,2.24,1.92,0,20.16,0.0,20.16,Dine-in,Salma,0,4,B001,Cairo,Mr. Hassan
ORD001154,2024-11-08,10:22:31,CUST6894,Laila Zaki,Minya,1275521964,laila.zaki@example.com,13.0,6,Molokhia with Rice,Food,60,3,0.0,Cash,180,25.2,21.6,0,226.8,0.0,226.8,Dine-in,Hassan,4,4,B005,Tanta,Mr. Omar
ORD001155,2024-12-31,01:07:26,CUST1300,Rania Fathy,Suez,1137421262,rania.fathy@example.com,0.0,6,Turkish Coffee,Drink,20,1,0.0,Card,20,2.8,2.4,30,55.2,0.0,55.2,Delivery,Omar,1,1,B001,Cairo,Mr. Hassan
ORD001156,2024-10-07,15:23:03,CUST1073,Nadia Mostafa,Zagazig,1249308760,nadia.mostafa@example.com,33.0,2,Grilled Chicken Half,Food,75,1,0.0,Card,75,10.5,9.0,0,94.5,5.96,100.46,Dine-in,Hassan,2,3,B004,Mansoura,Mrs. Laila
ORD001157,2024-10-11,22:41:40,CUST4688,Hassan Zaki,Minya,1081629587,hassan.zaki@example.com,39.0,3,Turkish Coffee,Drink,20,2,0.0,Cash,40,5.6,4.8,0,50.4,0.0,50.4,Dine-in,Salma,1,4,B003,Alexandria,Mr. Karim
ORD001158,2025-05-18,03:26:01,CUST1087,Nour Mahmoud,Ismailia,1216836900,nour.mahmoud@example.com,0.0,4,Rice with Vermicelli,Food,28,3,0.0,Card,84,11.76,10.08,25,130.84,22.1,152.94,Delivery,Hassan,3,2,B004,Mansoura,Mrs. Laila
ORD001159,2025-03-02,02:31:44,CUST5307,Aya Karim,Mansoura,1016410920,aya.karim@example.com,21.0,6,Molokhia with Rice,Food,60,3,0.0,Cash,180,25.2,21.6,0,226.8,0.0,226.8,Dine-in,Dina,4,4,B003,Alexandria,Mr. Karim
ORD001160,2025-01-11,21:52:25,CUST8900,Youssef Fouad,Suez,1210031902,youssef.fouad@example.com,35.0,2,Fresh Juice (Mango),Drink,40,1,0.0,Cash,40,5.6,4.8,0,50.4,0.0,50.4,Dine-in,Hassan,1,4,B002,Giza,Mrs. Salma
ORD001161,2025-01-29,15:45:17,CUST6156,Laila Ibrahim,Cairo,1128795225,laila.ibrahim@example.com,0.0,2,Rice with Vermicelli,Food,28,2,0.0,Mobile Wallet,56,7.84,6.72,20,90.56,21.38,111.94,Delivery,Mona,2,4,B005,Tanta,Mr. Omar
ORD001162,2025-04-03,23:54:53,CUST8765,Aya Hassan,Zagazig,1037952739,aya.hassan@example.com,0.0,3,Soft Drink (Can),Drink,18,3,8.1,Cash,54,7.56,6.48,0,59.94,0.0,59.94,Takeaway,Mona,1,3,B001,Cairo,Mr. Hassan
ORD001163,2024-11-06,06:22:58,CUST1361,Ahmed Fathy,Tanta,1215598844,ahmed.fathy@example.com,18.0,4,Mixed Grill Plate,Food,140,3,63.0,Card,420,58.8,50.4,0,466.2,32.01,498.21,Dine-in,Laila,9,4,B005,Tanta,Mr. Omar
ORD001164,2024-11-13,08:14:24,CUST7269,Salma Farid,Fayoum,1170139403,salma.farid@example.com,0.0,3,Sahlab,Drink,35,3,0.0,Card,105,14.7,12.6,20,152.3,12.13,164.43,Delivery,Hassan,3,4,B001,Cairo,Mr. Hassan
ORD001165,2025-02-07,09:24:23,CUST7762,Youssef Mostafa,Cairo,1120865413,youssef.mostafa@example.com,10.0,2,Fattah,Food,90,2,0.0,Cash,180,25.2,21.6,0,226.8,0.0,226.8,Dine-in,Karim,4,3,B005,Tanta,Mr. Omar
ORD001166,2025-07-31,00:59:49,CUST2138,Tamer Sayed,Minya,1187658711,tamer.sayed@example.com,19.0,5,Basbousa (Dessert),Dessert,30,3,0.0,Mobile Wallet,90,12.6,10.8,0,113.4,0.0,113.4,Dine-in,Mona,2,3,B003,Alexandria,Mr. Karim
ORD001167,2025-06-14,00:05:50,CUST5586,Aya Mostafa,Suez,1059413585,aya.mostafa@example.com,3.0,4,Bottled Water,Drink,8,2,0.0,Cash,16,2.24,1.92,0,20.16,0.0,20.16,Dine-in,Mona,0,5,B004,Mansoura,Mrs. Laila
ORD001168,2025-05-15,15:19:13,CUST8846,Nadia Yassin,Mansoura,1016223460,nadia.yassin@example.com,9.0,1,Lentil Soup,Food,30,1,0.0,Card,30,4.2,3.6,0,37.8,23.14,60.94,Dine-in,Salma,1,1,B005,Tanta,Mr. Omar
ORD001169,2025-02-15,00:15:23,CUST1066,Omar Ali,Cairo,1298444496,omar.ali@example.com,10.0,2,Lentil Soup,Food,30,1,1.5,Card,30,4.2,3.6,0,36.3,0.0,36.3,Dine-in,Amr,0,4,B005,Tanta,Mr. Omar
ORD001170,2025-01-13,15:09:58,CUST8656,Mohamed Yassin,Ismailia,1230512753,mohamed.yassin@example.com,25.0,1,Falafel Sandwich,Food,25,2,0.0,Card,50,7.0,6.0,0,63.0,0.0,63.0,Dine-in,Amr,1,2,B004,Mansoura,Mrs. Laila
ORD001171,2025-04-01,09:39:37,CUST1474,Aya Sayed,Ismailia,1081124093,aya.sayed@example.com,4.0,4,Fresh Juice (Orange),Drink,30,3,0.0,Cash,90,12.6,10.8,0,113.4,0.0,113.4,Dine-in,Hassan,2,1,B005,Tanta,Mr. Omar
ORD001172,2025-07-24,10:55:36,CUST9880,Fatma Mahmoud,Ismailia,1116761335,fatma.mahmoud@example.com,0.0,3,Mixed Grill Plate,Food,140,1,14.0,Cash,140,19.6,16.8,30,192.4,0.0,192.4,Delivery,Amr,3,2,B004,Mansoura,Mrs. Laila
ORD001173,2025-03-15,16:12:22,CUST9640,Fatma Gaber,Giza,1183073896,fatma.gaber@example.com,37.0,2,Koshari,Food,45,1,0.0,Mobile Wallet,45,6.3,5.4,0,56.7,0.0,56.7,Dine-in,Mona,1,2,B004,Mansoura,Mrs. Laila
ORD001174,2025-05-04,05:31:02,CUST1769,Nour Naguib,Alexandria,1133066424,nour.naguib@example.com,35.0,3,Umm Ali (Dessert),Dessert,35,2,0.0,Mobile Wallet,70,9.8,8.4,0,88.2,0.0,88.2,Dine-in,Laila,1,5,B002,Giza,Mrs. Salma
ORD001175,2024-11-17,18:20:34,CUST5677,Mona Hafez,Fayoum,1271249004,mona.hafez@example.com,39.0,2,Mahshi (Stuffed Vegetables),Food,70,5,17.5,Card,350,49.0,42.0,0,423.5,0.0,423.5,Dine-in,Dina,8,3,B003,Alexandria,Mr. Karim
ORD001176,2025-09-05,15:15:27,CUST9695,Ibrahim Gaber,Fayoum,1046470477,ibrahim.gaber@example.com,0.0,6,Grilled Chicken Half,Food,75,1,0.0,Card,75,10.5,9.0,0,94.5,0.0,94.5,Takeaway,Laila,1,2,B004,Mansoura,Mrs. Laila
ORD001177,2024-10-11,03:08:23,CUST3994,Mona Sayed,Giza,1277693283,mona.sayed@example.com,45.0,1,Soft Drink (Can),Drink,18,2,0.0,Card,36,5.04,4.32,0,45.36,0.0,45.36,Dine-in,Laila,0,3,B002,Giza,Mrs. Salma
ORD001178,2025-05-24,13:28:17,CUST1398,Walid Fathy,Suez,1038406823,walid.fathy@example.com,29.0,3,Turkish Coffee,Drink,20,2,0.0,Card,40,5.6,4.8,0,50.4,0.0,50.4,Dine-in,Karim,1,4,B005,Tanta,Mr. Omar
ORD001179,2025-04-10,17:42:16,CUST9134,Ahmed Mahmoud,Giza,1152954119,ahmed.mahmoud@example.com,32.0,3,Turkish Coffee,Drink,20,2,6.0,Card,40,5.6,4.8,0,44.4,10.85,55.25,Dine-in,Mona,1,4,B003,Alexandria,Mr. Karim
ORD001180,2025-02-15,10:37:26,CUST3253,Khaled Fathy,Fayoum,1246982789,khaled.fathy@example.com,47.0,2,Mahshi (Stuffed Vegetables),Food,70,2,0.0,Card,140,19.6,16.8,0,176.4,0.0,176.4,Dine-in,Hassan,3,3,B005,Tanta,Mr. Omar
ORD001181,2025-03-22,08:30:28,CUST7692,Nadia Ibrahim,Cairo,1251460908,nadia.ibrahim@example.com,0.0,1,Baklava (Dessert),Dessert,40,1,0.0,Card,40,5.6,4.8,0,50.4,0.0,50.4,Takeaway,Mona,1,3,B004,Mansoura,Mrs. Laila
ORD001182,2025-03-11,06:11:53,CUST5821,Nadia Mostafa,Alexandria,1090517043,nadia.mostafa@example.com,40.0,3,Fresh Juice (Orange),Drink,30,2,0.0,Card,60,8.4,7.2,0,75.6,36.6,112.2,Dine-in,Omar,2,2,B003,Alexandria,Mr. Karim
ORD001183,2025-01-25,15:03:43,CUST7912,Amr Fathy,Alexandria,1233978746,amr.fathy@example.com,37.0,3,Baklava (Dessert),Dessert,40,3,0.0,Mobile Wallet,120,16.8,14.4,0,151.2,0.0,151.2,Dine-in,Hassan,3,4,B001,Cairo,Mr. Hassan
ORD001184,2024-10-26,06:46:19,CUST6151,Khaled Karim,Mansoura,1231963503,khaled.karim@example.com,29.0,4,Grilled Chicken Half,Food,75,2,0.0,Card,150,21.0,18.0,0,189.0,0.0,189.0,Dine-in,Karim,3,2,B005,Tanta,Mr. Omar
ORD001185,2025-06-03,16:24:08,CUST9597,Amr Ibrahim,Alexandria,1196825322,amr.ibrahim@example.com,0.0,2,Turkish Coffee,Drink,20,3,0.0,Card,60,8.4,7.2,0,75.6,0.0,75.6,Takeaway,Mona,1,1,B002,Giza,Mrs. Salma
ORD001186,2025-02-04,20:12:51,CUST7577,Aya Fathy,Tanta,1284442727,aya.fathy@example.com,0.0,3,Hawawshi,Food,55,3,0.0,Card,165,23.1,19.8,20,227.9,0.0,227.9,Delivery,Karim,4,4,B002,Giza,Mrs. Salma
ORD001187,2025-03-23,16:38:20,CUST4798,Aya Hassan,Minya,1017017852,aya.hassan@example.com,47.0,1,Basbousa (Dessert),Dessert,30,3,0.0,Cash,90,12.6,10.8,0,113.4,0.0,113.4,Dine-in,Amr,2,1,B003,Alexandria,Mr. Karim
ORD001188,2025-05-10,18:48:11,CUST1594,Tamer Fouad,Giza,1016302429,tamer.fouad@example.com,39.0,1,Umm Ali (Dessert),Dessert,35,3,0.0,Card,105,14.7,12.6,0,132.3,0.0,132.3,Dine-in,Omar,2,2,B001,Cairo,Mr. Hassan
ORD001189,2024-10-09,02:39:50,CUST2574,Dina Fouad,Suez,1163705619,dina.fouad@example.com,9.0,3,Fresh Juice (Mango),Drink,40,1,0.0,Mobile Wallet,40,5.6,4.8,0,50.4,33.78,84.18,Dine-in,Dina,1,2,B002,Giza,Mrs. Salma
ORD001190,2025-01-27,20:53:02,CUST9297,Ibrahim Hafez,Mansoura,1076984696,ibrahim.hafez@example.com,50.0,6,Falafel Sandwich,Food,25,2,5.0,Card,50,7.0,6.0,0,58.0,0.0,58.0,Dine-in,Mona,1,1,B004,Mansoura,Mrs. Laila
ORD001191,2024-10-10,20:02:24,CUST9719,Amr Yassin,Giza,1076395871,amr.yassin@example.com,0.0,2,Lentil Soup,Food,30,2,6.0,Cash,60,8.4,7.2,20,89.6,39.26,128.86,Delivery,Amr,2,3,B002,Giza,Mrs. Salma
ORD001192,2025-01-16,07:28:10,CUST6023,Nadia Ali,Alexandria,1157799246,nadia.ali@example.com,4.0,4,Mahshi (Stuffed Vegetables),Food,70,3,0.0,Mobile Wallet,210,29.4,25.2,0,264.6,7.86,272.46,Dine-in,Amr,5,1,B002,Giza,Mrs. Salma
ORD001193,2025-04-03,07:08:45,CUST7127,Tamer Fouad,Zagazig,1083743822,tamer.fouad@example.com,35.0,4,Rice with Vermicelli,Food,28,2,0.0,Card,56,7.84,6.72,0,70.56,0.0,70.56,Dine-in,Karim,1,1,B003,Alexandria,Mr. Karim
ORD001194,2025-06-25,21:48:48,CUST2142,Aya Fouad,Zagazig,1081057213,aya.fouad@example.com,48.0,4,Falafel Sandwich,Food,25,1,0.0,Cash,25,3.5,3.0,0,31.5,0.0,31.5,Dine-in,Omar,0,2,B001,Cairo,Mr. Hassan
ORD001195,2025-09-06,09:32:06,CUST5032,Omar Farid,Ismailia,1147480396,omar.farid@example.com,19.0,3,Hawawshi,Food,55,3,0.0,Card,165,23.1,19.8,0,207.9,0.0,207.9,Dine-in,Omar,4,3,B004,Mansoura,Mrs. Laila
ORD001196,2025-04-09,21:10:22,CUST8021,Dina Naguib,Tanta,1217219914,dina.naguib@example.com,19.0,8,Fresh Juice (Mango),Drink,40,2,0.0,Cash,80,11.2,9.6,0,100.8,0.0,100.8,Dine-in,Omar,2,5,B004,Mansoura,Mrs. Laila
ORD001197,2024-11-15,06:17:22,CUST9354,Youssef Hafez,Tanta,1085553901,youssef.hafez@example.com,0.0,1,Baklava (Dessert),Dessert,40,1,0.0,Card,40,5.6,4.8,0,50.4,25.88,76.28,Takeaway,Laila,1,5,B003,Alexandria,Mr. Karim
ORD001198,2025-01-09,02:37:27,CUST3846,Rania Gaber,Alexandria,1286493167,rania.gaber@example.com,16.0,1,Turkish Coffee,Drink,20,1,0.0,Cash,20,2.8,2.4,0,25.2,0.0,25.2,Dine-in,Dina,0,5,B004,Mansoura,Mrs. Laila
ORD001199,2025-07-15,18:50:15,CUST1824,Fatma Mahmoud,Suez,1219588362,fatma.mahmoud@example.com,0.0,2,Mixed Grill Plate,Food,140,4,0.0,Card,560,78.4,67.2,30,735.6,0.0,735.6,Delivery,Salma,14,3,B003,Alexandria,Mr. Karim
ORD001200,2025-08-30,09:16:50,CUST7207,Aya Karim,Alexandria,1048496523,aya.karim@example.com,14.0,5,Lentil Soup,Food,30,1,4.5,Cash,30,4.2,3.6,0,33.3,0.0,33.3,Dine-in,Salma,0,1,B002,Giza,Mrs. Salma
ORD001201,2025-05-05,08:48:21,CUST6386,Rania Hafez,Tanta,1053309122,rania.hafez@example.com,0.0,2,Iced Tea,Drink,22,2,0.0,Mobile Wallet,44,6.16,5.28,0,55.44,0.0,55.44,Takeaway,Laila,1,2,B001,Cairo,Mr. Hassan
ORD001202,2024-11-17,11:28:57,CUST9569,Fatma Karim,Giza,1034493144,fatma.karim@example.com,26.0,2,Shawarma Sandwich,Food,50,2,15.0,Cash,100,14.0,12.0,0,111.0,0.0,111.0,Dine-in,Salma,2,4,B004,Mansoura,Mrs. Laila
ORD001203,2024-10-08,00:17:31,CUST8988,Mohamed Ali,Cairo,1113373997,mohamed.ali@example.com,40.0,2,Turkish Coffee,Drink,20,1,0.0,Card,20,2.8,2.4,0,25.2,0.0,25.2,Dine-in,Salma,0,2,B004,Mansoura,Mrs. Laila
ORD001204,2025-02-22,00:45:52,CUST3937,Khaled Naguib,Mansoura,1067366342,khaled.naguib@example.com,22.0,2,Koshari,Food,45,1,0.0,Card,45,6.3,5.4,0,56.7,22.19,78.89,Dine-in,Laila,1,5,B005,Tanta,Mr. Omar
ORD001205,2025-07-22,03:01:37,CUST4958,Ibrahim Farid,Suez,1176388378,ibrahim.farid@example.com,43.0,2,Soft Drink (Can),Drink,18,3,0.0,Cash,54,7.56,6.48,0,68.04,0.0,68.04,Dine-in,Salma,1,4,B005,Tanta,Mr. Omar
ORD001206,2025-07-27,17:11:05,CUST2783,Walid Mahmoud,Zagazig,1145930889,walid.mahmoud@example.com,7.0,5,Bottled Water,Drink,8,1,0.0,Cash,8,1.12,0.96,0,10.08,0.0,10.08,Dine-in,Karim,0,5,B002,Giza,Mrs. Salma
ORD001207,2025-02-20,03:09:06,CUST3405,Rania Hassan,Giza,1157231543,rania.hassan@example.com,7.0,2,Iced Tea,Drink,22,1,0.0,Cash,22,3.08,2.64,0,27.72,0.0,27.72,Dine-in,Laila,0,1,B003,Alexandria,Mr. Karim
ORD001208,2025-05-25,12:10:12,CUST6431,Laila Sayed,Mansoura,1096919298,laila.sayed@example.com,29.0,3,Grilled Chicken Half,Food,75,3,11.25,Card,225,31.5,27.0,0,272.25,0.0,272.25,Dine-in,Amr,5,1,B005,Tanta,Mr. Omar
ORD001209,2025-08-06,22:23:22,CUST7930,Mona Zaki,Ismailia,1158422433,mona.zaki@example.com,41.0,1,Fattah,Food,90,1,0.0,Card,90,12.6,10.8,0,113.4,23.49,136.89,Dine-in,Omar,2,5,B005,Tanta,Mr. Omar
ORD001210,2025-02-03,10:24:53,CUST9549,Ibrahim Hassan,Cairo,1126189956,ibrahim.hassan@example.com,0.0,1,Rice with Vermicelli,Food,28,2,0.0,Mobile Wallet,56,7.84,6.72,25,95.56,26.49,122.05,Delivery,Hassan,2,3,B002,Giza,Mrs. Salma
ORD001211,2025-08-28,09:36:14,CUST9125,Amr Farid,Mansoura,1084663795,amr.farid@example.com,30.0,3,Arabic Coffee,Drink,25,1,0.0,Mobile Wallet,25,3.5,3.0,0,31.5,34.49,65.99,Dine-in,Amr,1,2,B002,Giza,Mrs. Salma
ORD001212,2025-02-18,08:45:32,CUST9447,Rania Fathy,Zagazig,1021924980,rania.fathy@example.com,5.0,4,Mixed Grill Plate,Food,140,2,0.0,Cash,280,39.2,33.6,0,352.8,0.0,352.8,Dine-in,Karim,7,1,B004,Mansoura,Mrs. Laila
ORD001213,2025-01-22,03:50:24,CUST8308,Rania Sayed,Giza,1197376694,rania.sayed@example.com,0.0,2,Sahlab,Drink,35,1,0.0,Card,35,4.9,4.2,30,74.1,0.0,74.1,Delivery,Omar,1,3,B005,Tanta,Mr. Omar
ORD001214,2025-07-09,22:24:51,CUST7297,Fatma Hafez,Tanta,1237180163,fatma.hafez@example.com,0.0,2,Bottled Water,Drink,8,3,0.0,Card,24,3.36,2.88,25,55.24,0.0,55.24,Delivery,Mona,1,3,B004,Mansoura,Mrs. Laila
ORD001215,2025-08-15,10:17:39,CUST4744,Nadia Gaber,Zagazig,1096846490,nadia.gaber@example.com,29.0,1,Arabic Coffee,Drink,25,2,2.5,Cash,50,7.0,6.0,0,60.5,6.07,66.57,Dine-in,Salma,1,1,B005,Tanta,Mr. Omar
ORD001216,2025-03-05,15:26:15,CUST8420,Omar Hassan,Ismailia,1187719053,omar.hassan@example.com,7.0,2,Iced Tea,Drink,22,1,0.0,Card,22,3.08,2.64,0,27.72,0.0,27.72,Dine-in,Amr,0,4,B004,Mansoura,Mrs. Laila
ORD001217,2025-07-24,02:08:58,CUST1156,Sara Naguib,Zagazig,1046281375,sara.naguib@example.com,0.0,2,Koshari,Food,45,4,0.0,Cash,180,25.2,21.6,20,246.8,0.0,246.8,Delivery,Amr,4,3,B004,Mansoura,Mrs. Laila
ORD001218,2025-02-08,14:59:41,CUST7869,Amr Ali,Ismailia,1028692200,amr.ali@example.com,38.0,3,Fresh Juice (Mango),Drink,40,2,0.0,Cash,80,11.2,9.6,0,100.8,0.0,100.8,Dine-in,Dina,2,5,B001,Cairo,Mr. Hassan
ORD001219,2025-07-22,13:32:27,CUST3488,Laila Sayed,Cairo,1249857870,laila.sayed@example.com,0.0,5,Soft Drink (Can),Drink,18,4,0.0,Cash,72,10.08,8.64,0,90.72,19.64,110.36,Takeaway,Mona,2,4,B003,Alexandria,Mr. Karim
ORD001220,2024-12-12,10:22:42,CUST8583,Laila Zaki,Cairo,1137358937,laila.zaki@example.com,50.0,5,Hawawshi,Food,55,3,0.0,Card,165,23.1,19.8,0,207.9,0.0,207.9,Dine-in,Mona,4,4,B002,Giza,Mrs. Salma
ORD001221,2025-04-30,15:39:13,CUST4316,Mohamed Fouad,Fayoum,1260711682,mohamed.fouad@example.com,0.0,2,Molokhia with Rice,Food,60,1,0.0,Mobile Wallet,60,8.4,7.2,25,100.6,26.14,126.74,Delivery,Salma,2,4,B004,Mansoura,Mrs. Laila
ORD001222,2024-10-10,06:37:58,CUST6433,Tamer Hassan,Tanta,1026055780,tamer.hassan@example.com,30.0,3,Bottled Water,Drink,8,2,0.0,Card,16,2.24,1.92,0,20.16,0.0,20.16,Dine-in,Salma,0,1,B005,Tanta,Mr. Omar
ORD001223,2025-04-29,06:47:38,CUST5670,Nadia Fathy,Cairo,1293473769,nadia.fathy@example.com,25.0,3,Karkade (Hibiscus Tea),Drink,25,2,0.0,Card,50,7.0,6.0,0,63.0,0.0,63.0,Dine-in,Karim,1,5,B005,Tanta,Mr. Omar
ORD001224,2024-12-11,22:08:11,CUST1301,Walid Hafez,Ismailia,1279400797,walid.hafez@example.com,20.0,4,Baklava (Dessert),Dessert,40,2,0.0,Card,80,11.2,9.6,0,100.8,32.22,133.02,Dine-in,Laila,2,3,B005,Tanta,Mr. Omar
ORD001225,2025-02-21,11:45:00,CUST9700,Amr Gaber,Minya,1069994192,amr.gaber@example.com,17.0,6,Falafel Sandwich,Food,25,1,0.0,Cash,25,3.5,3.0,0,31.5,0.0,31.5,Dine-in,Laila,0,1,B003,Alexandria,Mr. Karim
ORD001226,2024-12-26,19:38:10,CUST8997,Hassan Farid,Zagazig,1025523712,hassan.farid@example.com,0.0,8,Mahshi (Stuffed Vegetables),Food,70,3,0.0,Mobile Wallet,210,29.4,25.2,0,264.6,34.24,298.84,Takeaway,Amr,5,4,B005,Tanta,Mr. Omar
ORD001227,2024-10-13,13:26:31,CUST5538,Ahmed Gaber,Alexandria,1234496186,ahmed.gaber@example.com,19.0,4,Umm Ali (Dessert),Dessert,35,1,0.0,Card,35,4.9,4.2,0,44.1,0.0,44.1,Dine-in,Mona,0,2,B004,Mansoura,Mrs. Laila
ORD001228,2024-10-18,20:08:57,CUST7883,Hassan Hassan,Fayoum,1199940356,hassan.hassan@example.com,41.0,1,Mahshi (Stuffed Vegetables),Food,70,3,0.0,Cash,210,29.4,25.2,0,264.6,0.0,264.6,Dine-in,Laila,5,5,B001,Cairo,Mr. Hassan
ORD001229,2025-07-24,03:08:16,CUST4648,Mona Fouad,Fayoum,1058932860,mona.fouad@example.com,7.0,3,Grilled Kofta,Food,85,1,0.0,Cash,85,11.9,10.2,0,107.1,14.65,121.75,Dine-in,Laila,2,5,B001,Cairo,Mr. Hassan
ORD001230,2025-01-13,21:14:13,CUST8081,Nour Mahmoud,Fayoum,1118050811,nour.mahmoud@example.com,50.0,2,Karkade (Hibiscus Tea),Drink,25,5,18.75,Card,125,17.5,15.0,0,138.75,0.0,138.75,Dine-in,Laila,2,5,B005,Tanta,Mr. Omar
ORD001231,2025-08-28,05:02:30,CUST2525,Sara Farid,Alexandria,1181793735,sara.farid@example.com,39.0,1,Sahlab,Drink,35,2,0.0,Mobile Wallet,70,9.8,8.4,0,88.2,19.8,108.0,Dine-in,Mona,2,3,B003,Alexandria,Mr. Karim
ORD001232,2025-08-17,22:03:40,CUST2322,Nadia Fouad,Minya,1262175696,nadia.fouad@example.com,7.0,1,Baklava (Dessert),Dessert,40,1,0.0,Card,40,5.6,4.8,0,50.4,0.0,50.4,Dine-in,Amr,1,4,B001,Cairo,Mr. Hassan
ORD001233,2025-04-22,05:45:19,CUST1488,Hassan Naguib,Suez,1256256721,hassan.naguib@example.com,36.0,1,Arabic Coffee,Drink,25,2,7.5,Card,50,7.0,6.0,0,55.5,0.0,55.5,Dine-in,Dina,1,4,B002,Giza,Mrs. Salma
ORD001234,2025-01-06,12:13:00,CUST1110,Mohamed Sayed,Cairo,1021208904,mohamed.sayed@example.com,24.0,1,Fresh Juice (Orange),Drink,30,3,0.0,Cash,90,12.6,10.8,0,113.4,0.0,113.4,Dine-in,Amr,2,2,B002,Giza,Mrs. Salma
ORD001235,2025-06-11,09:25:26,CUST6080,Rania Mahmoud,Ismailia,1145429235,rania.mahmoud@example.com,42.0,6,Sahlab,Drink,35,2,0.0,Mobile Wallet,70,9.8,8.4,0,88.2,0.0,88.2,Dine-in,Salma,1,2,B003,Alexandria,Mr. Karim
ORD001236,2024-10-17,02:42:44,CUST1620,Sara Hassan,Alexandria,1141192927,sara.hassan@example.com,14.0,2,Sahlab,Drink,35,2,0.0,Mobile Wallet,70,9.8,8.4,0,88.2,0.0,88.2,Dine-in,Laila,1,1,B005,Tanta,Mr. Omar
ORD001237,2025-01-23,00:21:59,CUST6012,Fatma Mostafa,Suez,1041512723,fatma.mostafa@example.com,40.0,3,Mixed Grill Plate,Food,140,3,0.0,Cash,420,58.8,50.4,0,529.2,32.57,561.77,Dine-in,Mona,11,2,B005,Tanta,Mr. Omar
ORD001238,2025-05-21,22:29:46,CUST1068,Mona Karim,Zagazig,1255482501,mona.karim@example.com,31.0,2,Lentil Soup,Food,30,2,0.0,Card,60,8.4,7.2,0,75.6,0.0,75.6,Dine-in,Salma,1,5,B005,Tanta,Mr. Omar
ORD001239,2025-07-11,02:55:01,CUST6939,Aya Yassin,Mansoura,1037485434,aya.yassin@example.com,31.0,2,Fresh Juice (Orange),Drink,30,3,0.0,Card,90,12.6,10.8,0,113.4,0.0,113.4,Dine-in,Karim,2,3,B002,Giza,Mrs. Salma
ORD001240,2025-06-09,12:23:23,CUST4610,Omar Mahmoud,Mansoura,1129427364,omar.mahmoud@example.com,7.0,4,Bottled Water,Drink,8,2,0.0,Card,16,2.24,1.92,0,20.16,0.0,20.16,Dine-in,Dina,0,4,B002,Giza,Mrs. Salma
ORD001241,2025-04-20,03:18:39,CUST1106,Dina Sayed,Mansoura,1112550813,dina.sayed@example.com,1.0,2,Lentil Soup,Food,30,2,0.0,Cash,60,8.4,7.2,0,75.6,0.0,75.6,Dine-in,Omar,1,5,B002,Giza,Mrs. Salma
ORD001242,2025-05-13,23:31:50,CUST5794,Mohamed Fathy,Suez,1079711586,mohamed.fathy@example.com,0.0,1,Iced Tea,Drink,22,2,0.0,Card,44,6.16,5.28,15,70.44,0.0,70.44,Delivery,Laila,1,1,B004,Mansoura,Mrs. Laila
ORD001243,2025-08-24,07:59:12,CUST3576,Aya Zaki,Suez,1139203863,aya.zaki@example.com,25.0,1,Molokhia with Rice,Food,60,1,0.0,Card,60,8.4,7.2,0,75.6,10.03,85.63,Dine-in,Salma,1,1,B004,Mansoura,Mrs. Laila
ORD001244,2025-03-15,14:15:32,CUST7115,Ahmed Karim,Giza,1136570595,ahmed.karim@example.com,0.0,1,Baklava (Dessert),Dessert,40,3,0.0,Mobile Wallet,120,16.8,14.4,0,151.2,0.0,151.2,Takeaway,Mona,3,3,B004,Mansoura,Mrs. Laila
